20150803,20150901,20151001,20151102,20151201,20160104,20160201,20160302,20160401,20160502,20160601,20160701,20160801,20160901,20161004,20161101,20161201,20170102,20170201,20170302,20170403,20170502,20170601,20170703,20170801,20170901,20171010,20171101,20171201,20180102,20180201,20180302,20180402,20180502,20180601,20180702,20180801,20180903,20181001,20181101,20181203,20190102,20190201,20190304,20190401,20190502,20190603,20190701,20190801,20190902,20191001,20191101,20191202,20200102,20200203,20200302,20200401,20200504,20200601,20200701,20200803,20200901,20201005,20201102,20201201,20210104,20210201,20210302,20210401,20210503,20210601,20210701,20210802,20210901,20211001,20211101,20211201,20220103,20220203,20220302,20220401,20220502,20220602,20220701,20220801,20220901,20221004,20221101,20221201,20230102,20230201,20230302,20230403,20230502,20230601,20230703,20230801,20230901,20231004,20231101,20231201,20240102,20240201,20240304,20240401,20240502,20240603,20240701,20240801,20240902,20241002,20241101,20241202,20250102,20250203,20250304,20250401,20250502,20250602,20250701,20250801,20250901,20251001,20251103,20251201,20260102,20260202
A036830,A036830,A036830,A036830,A036830,A041510,A041510,A041510,A041510,A041520,A041520,A041960,A041960,A041960,A041960,A041960,A041960,A046890,A046890,A046890,A046890,A046890,A046890,A048260,A048530,A048530,A048530,A048530,A048530,A044490,A044490,A044490,A044490,A044490,A044490,A042000,A042000,A043150,A043150,A043150,A043150,A043150,A043150,A043150,A042000,A042000,A043150,A044490,A044490,A044490,A044490,A045100,A045100,A047310,A047310,A047310,A048260,A048260,A048260,A051500,A051500,A051500,A051500,A051500,A051500,A060570,A060570,A060570,A060570,A060570,A060570,A060720,A060720,A060250,A060250,A060720,A061970,A060720,A060720,A060720,A061970,A061970,A061970,A064760,A064760,A064550,A064550,A064550,A064550,A066970,A066970,A066970,A066970,A064760,A064760,A064760,A064760,A066970,A064760,A064760,A064760,A068240,A068240,A068240,A068240,A068760,A068760,A078340,A078340,A074600,A074600,A074600,A074600,A078340,A078340,A078340,A078340,A078340,A078340,A074600,A074600,A074600,A074600,A074600,A074600,A068760,A068760
A038060,A038060,A038060,A038060,A038060,A041520,A041520,A041520,A041520,A041830,A041830,A043150,A043150,A043150,A043150,A043150,A043150,A048260,A048260,A048260,A048260,A048260,A048260,A048530,A049960,A049960,A049960,A049960,A049960,A046890,A046890,A046890,A046890,A046890,A046890,A043150,A043150,A043370,A043370,A043370,A043370,A043370,A043370,A043370,A043150,A043150,A043370,A045100,A045100,A045100,A045100,A045390,A045390,A048260,A048260,A048260,A048410,A048410,A048410,A052020,A052020,A052020,A052020,A052020,A052020,A060720,A060720,A060720,A060720,A060720,A060720,A061970,A061970,A060720,A060720,A061970,A064760,A061970,A061970,A061970,A064550,A064550,A064550,A066970,A066970,A064760,A064760,A064760,A064760,A067160,A067160,A067160,A067160,A066970,A066970,A066970,A066970,A067160,A066970,A066970,A066970,A068760,A068760,A068760,A068760,A073570,A073570,A078600,A078600,A078340,A078340,A078340,A078340,A078600,A078600,A078600,A078600,A078600,A078600,A078340,A078340,A078340,A078340,A078340,A078340,A069080,A069080
A038290,A038290,A038290,A038290,A038290,A041830,A041830,A041830,A041830,A041960,A041960,A043370,A043370,A043370,A043370,A043370,A043370,A048530,A048530,A048530,A048530,A048530,A048530,A049960,A051370,A051370,A051370,A051370,A051370,A048260,A048260,A048260,A048260,A048260,A048260,A043370,A043370,A044490,A044490,A044490,A044490,A044490,A044490,A044490,A043370,A043370,A044340,A045390,A045390,A045390,A045390,A046890,A046890,A048410,A048410,A048410,A048530,A048530,A048530,A052260,A052260,A052260,A052260,A052260,A052260,A061970,A061970,A061970,A061970,A061970,A061970,A064760,A064760,A061970,A061970,A064760,A066970,A064550,A064550,A064550,A064760,A064760,A064760,A067160,A067160,A066970,A066970,A066970,A066970,A067310,A067310,A067310,A067310,A067160,A067160,A067160,A067160,A067310,A067160,A067160,A067160,A073570,A073570,A073570,A073570,A074600,A074600,A080220,A080220,A078600,A078600,A078600,A078600,A080220,A080220,A080220,A080220,A080220,A080220,A078600,A078600,A078600,A078600,A078600,A078600,A074600,A074600
A038390,A038390,A038390,A038390,A038390,A041960,A041960,A041960,A041960,A043150,A043150,A044490,A044490,A044490,A044490,A044490,A044490,A049180,A049180,A049180,A049180,A049180,A049180,A051370,A051500,A051500,A051500,A051500,A051500,A048530,A048530,A048530,A048530,A048530,A048530,A044490,A044490,A046890,A046890,A046890,A046890,A045100,A045100,A045100,A044340,A044340,A044490,A046890,A046890,A046890,A046890,A048260,A048260,A048530,A048530,A048530,A049950,A049950,A049950,A053800,A053800,A053800,A053800,A053800,A053800,A064760,A064760,A064760,A064760,A064760,A064760,A066970,A066970,A064760,A064760,A066970,A067160,A064760,A064760,A064760,A066970,A066970,A066970,A067310,A067310,A067160,A067160,A067160,A067160,A067630,A067630,A067630,A067630,A067310,A067310,A067310,A067310,A067630,A067310,A067310,A067310,A074600,A074600,A074600,A074600,A078340,A078340,A082270,A082270,A080220,A080220,A080220,A080220,A082270,A082270,A082270,A082270,A082270,A082270,A079370,A079370,A079370,A079370,A079370,A079370,A078340,A078340
A038500,A038500,A038500,A038500,A038500,A043150,A043150,A043150,A043150,A043370,A043370,A046440,A046440,A046440,A046440,A046440,A046440,A049960,A049960,A049960,A049960,A049960,A049960,A051500,A053030,A053030,A053030,A053030,A053030,A049950,A049950,A049950,A049950,A049950,A049950,A046890,A046890,A048260,A048260,A048260,A048260,A045390,A045390,A045390,A044490,A044490,A045100,A048260,A048260,A048260,A048260,A048530,A048530,A049950,A049950,A049950,A051500,A051500,A051500,A056190,A056190,A056190,A056190,A056190,A056190,A065660,A065660,A065660,A065660,A065660,A065660,A067160,A067160,A066970,A066970,A067160,A067630,A066970,A066970,A066970,A067160,A067160,A067160,A067630,A067630,A067310,A067310,A067310,A067310,A068240,A068240,A068240,A068240,A067630,A067630,A067630,A067630,A068240,A067630,A067630,A067630,A078340,A078340,A078340,A078340,A078600,A078600,A084370,A084370,A082270,A082270,A082270,A082270,A084370,A084370,A084370,A084370,A084370,A084370,A080220,A080220,A080220,A080220,A080220,A080220,A078600,A078600
A039030,A039030,A039030,A039030,A039030,A043370,A043370,A043370,A043370,A044490,A044490,A046890,A046890,A046890,A046890,A046890,A046890,A051500,A051500,A051500,A051500,A051500,A051500,A053030,A053800,A053800,A053800,A053800,A053800,A049960,A049960,A049960,A049960,A049960,A049960,A048260,A048260,A048530,A048530,A048530,A048530,A046890,A046890,A046890,A045100,A045100,A045390,A048530,A048530,A048530,A048530,A049950,A049950,A051500,A051500,A051500,A052020,A052020,A052020,A058470,A058470,A058470,A058470,A058470,A058470,A066970,A066970,A066970,A066970,A066970,A066970,A067630,A067630,A067160,A067160,A067630,A068240,A067160,A067160,A067160,A067630,A067630,A067630,A068240,A068240,A067630,A067630,A067630,A067630,A068760,A068760,A068760,A068760,A068240,A068240,A068240,A068240,A068760,A068240,A068240,A068240,A078600,A078600,A078600,A078600,A080160,A080160,A084850,A084850,A084370,A084370,A084370,A084370,A084850,A084850,A084850,A084850,A084850,A084850,A082270,A082270,A082270,A082270,A082270,A082270,A079370,A079370
A041140,A041140,A041140,A041140,A041140,A044490,A044490,A044490,A044490,A046140,A046140,A048260,A048260,A048260,A048260,A048260,A048260,A052260,A052260,A052260,A052260,A052260,A052260,A053800,A054050,A054050,A054050,A054050,A054050,A051370,A051370,A051370,A051370,A051370,A051370,A048530,A048530,A049950,A049950,A049950,A049950,A048260,A048260,A048260,A045390,A045390,A046890,A049950,A049950,A049950,A049950,A051500,A051500,A052020,A052020,A052020,A053800,A053800,A053800,A058820,A058820,A058820,A058820,A058820,A058820,A067160,A067160,A067160,A067160,A067160,A067160,A068240,A068240,A067630,A067630,A068240,A068760,A067630,A067630,A067630,A068240,A068240,A068240,A068760,A068760,A068240,A068240,A068240,A068240,A074600,A074600,A074600,A074600,A068760,A068760,A068760,A068760,A073570,A068760,A068760,A068760,A080160,A080160,A080160,A080160,A082270,A082270,A085660,A085660,A084850,A084850,A084850,A084850,A085660,A085660,A085660,A085660,A085660,A085660,A084370,A084370,A084370,A084370,A084370,A084370,A080220,A080220
A041510,A041510,A041510,A041510,A041510,A046140,A046140,A046140,A046140,A046440,A046440,A048530,A048530,A048530,A048530,A048530,A048530,A052400,A052400,A052400,A052400,A052400,A052400,A054050,A054620,A054620,A054620,A054620,A054620,A051500,A051500,A051500,A051500,A051500,A051500,A049950,A049950,A049960,A049960,A049960,A049960,A048530,A048530,A048530,A046890,A046890,A048260,A051500,A051500,A051500,A051500,A052020,A052020,A053800,A053800,A053800,A056190,A056190,A056190,A060150,A060150,A060150,A060150,A060150,A060150,A067630,A067630,A067630,A067630,A067630,A067630,A068760,A068760,A068240,A068240,A068760,A069080,A068240,A068240,A068240,A068760,A068760,A068760,A074600,A074600,A068760,A068760,A068760,A068760,A078130,A078130,A078130,A078130,A074600,A074600,A073570,A073570,A074600,A073570,A073570,A073570,A082270,A082270,A082270,A082270,A084370,A084370,A086450,A086450,A085660,A085660,A085660,A085660,A086450,A086450,A086450,A086450,A086450,A086450,A084850,A084850,A084850,A084850,A084850,A084850,A082270,A082270
A041520,A041520,A041520,A041520,A041520,A046440,A046440,A046440,A046440,A046890,A046890,A049960,A049960,A049960,A049960,A049960,A049960,A053030,A053030,A053030,A053030,A053030,A053030,A054620,A054670,A054670,A054670,A054670,A054670,A053030,A053030,A053030,A053030,A053030,A053030,A049960,A049960,A051370,A051370,A051370,A051370,A049950,A049950,A049950,A048260,A048260,A048530,A052020,A052020,A052020,A052020,A053030,A053030,A056190,A056190,A056190,A058470,A058470,A058470,A060250,A060250,A060250,A060250,A060250,A060250,A068240,A068240,A068240,A068240,A068240,A068240,A069080,A069080,A068760,A068760,A069080,A078020,A068760,A068760,A068760,A069080,A069080,A069080,A078020,A078020,A074600,A074600,A074600,A074600,A078340,A078340,A078340,A078340,A078340,A078340,A074600,A074600,A078340,A074600,A074600,A074600,A084370,A084370,A084370,A084370,A084850,A084850,A086520,A086520,A086450,A086450,A086450,A086450,A086520,A086520,A086520,A086520,A086520,A086520,A085660,A085660,A085660,A085660,A085660,A085660,A083650,A083650
A041830,A041830,A041830,A041830,A041830,A046890,A046890,A046890,A046890,A048260,A048260,A051500,A051500,A051500,A051500,A051500,A051500,A053800,A053800,A053800,A053800,A053800,A053800,A054670,A054950,A054950,A054950,A054950,A054950,A053800,A053800,A053800,A053800,A053800,A053800,A051370,A051370,A051500,A051500,A051500,A051500,A051370,A051370,A051370,A048530,A048530,A049950,A053030,A053030,A053030,A053030,A053800,A053800,A058470,A058470,A058470,A058820,A058820,A058820,A060570,A060570,A060570,A060570,A060570,A060570,A068760,A068760,A068760,A068760,A068760,A068760,A078020,A078020,A069080,A069080,A078020,A078070,A069080,A069080,A069080,A074600,A074600,A074600,A078130,A078130,A078020,A078020,A078020,A078020,A078600,A078600,A078600,A078600,A078600,A078600,A078340,A078340,A078600,A078340,A078340,A078340,A084850,A084850,A084850,A084850,A085660,A085660,A086900,A086900,A086520,A086520,A086520,A086520,A086900,A086900,A086900,A086900,A086900,A086900,A086450,A086450,A086450,A086450,A086450,A086450,A084370,A084370
A041960,A041960,A041960,A041960,A041960,A048260,A048260,A048260,A048260,A048530,A048530,A052260,A052260,A052260,A052260,A052260,A052260,A054050,A054050,A054050,A054050,A054050,A054050,A054950,A056190,A056190,A056190,A056190,A056190,A054050,A054050,A054050,A054050,A054050,A054050,A051500,A051500,A052710,A052710,A052710,A052710,A051500,A051500,A051500,A049950,A049950,A051370,A053800,A053800,A053800,A053800,A056190,A056190,A058820,A058820,A058820,A060150,A060150,A060150,A060720,A060720,A060720,A060720,A060720,A060720,A069080,A069080,A069080,A069080,A069080,A069080,A078070,A078070,A078020,A078020,A078070,A078130,A074600,A074600,A074600,A078020,A078020,A078020,A078340,A078340,A078130,A078130,A078130,A078130,A080160,A080160,A080160,A080160,A080160,A080160,A078600,A078600,A080160,A078600,A078600,A078600,A085660,A085660,A085660,A085660,A086390,A086390,A087010,A087010,A086900,A086900,A086900,A086900,A087010,A087010,A087010,A087010,A087010,A087010,A086520,A086520,A086520,A086520,A086520,A086520,A085660,A085660
A043150,A043150,A043150,A043150,A043150,A048530,A048530,A048530,A048530,A049960,A049960,A052400,A052400,A052400,A052400,A052400,A052400,A054620,A054620,A054620,A054620,A054620,A054620,A056190,A058470,A058470,A058470,A058470,A058470,A054950,A054950,A054950,A054950,A054950,A054950,A053030,A053030,A053030,A053030,A053030,A053030,A052020,A052020,A052020,A051370,A051370,A051500,A056190,A056190,A056190,A056190,A058470,A058470,A060150,A060150,A060150,A060250,A060250,A060250,A061970,A061970,A061970,A061970,A061970,A061970,A078020,A078020,A078020,A078020,A078020,A078020,A078130,A078130,A078070,A078070,A078130,A078160,A078020,A078020,A078020,A078130,A078130,A078130,A078600,A078600,A078340,A078340,A078340,A078340,A082270,A082270,A082270,A082270,A082270,A082270,A080160,A080160,A082270,A080160,A080160,A080160,A086390,A086390,A086390,A086390,A086450,A086450,A089030,A089030,A087010,A087010,A087010,A087010,A089030,A089030,A089030,A089030,A089030,A089030,A086900,A086900,A086900,A086900,A086900,A086900,A086450,A086450
A043370,A043370,A043370,A043370,A043370,A049960,A049960,A049960,A049960,A051500,A051500,A052790,A052790,A052790,A052790,A052790,A052790,A054670,A054670,A054670,A054670,A054670,A054670,A058470,A058820,A058820,A058820,A058820,A058820,A056190,A056190,A056190,A056190,A056190,A056190,A053800,A053800,A053800,A053800,A053800,A053800,A053030,A053030,A053030,A051500,A051500,A052020,A058470,A058470,A058470,A058470,A058820,A058820,A060250,A060250,A060250,A060570,A060570,A060570,A063570,A063570,A063570,A063570,A063570,A063570,A078070,A078070,A078070,A078070,A078070,A078070,A078160,A078160,A078130,A078130,A078160,A078340,A078130,A078130,A078130,A078340,A078340,A078340,A080160,A080160,A078600,A078600,A078600,A078600,A084370,A084370,A084370,A084370,A084370,A084370,A082270,A082270,A084370,A082270,A082270,A082270,A086450,A086450,A086450,A086450,A086520,A086520,A091120,A091120,A089030,A089030,A089030,A089030,A091120,A091120,A091120,A091120,A091120,A091120,A087010,A087010,A087010,A087010,A087010,A087010,A086520,A086520
A043610,A043610,A043610,A043610,A043610,A051500,A051500,A051500,A051500,A052260,A052260,A053030,A053030,A053030,A053030,A053030,A053030,A054780,A054780,A054780,A054780,A054780,A054780,A058820,A060250,A060250,A060250,A060250,A060250,A058470,A058470,A058470,A058470,A058470,A058470,A054950,A054950,A054950,A054950,A054950,A054950,A053800,A053800,A053800,A052020,A052020,A053030,A058820,A058820,A058820,A058820,A060150,A060150,A060570,A060570,A060570,A061970,A061970,A061970,A064760,A064760,A064760,A064760,A064760,A064760,A078130,A078130,A078130,A078130,A078130,A078130,A078340,A078340,A078160,A078160,A078340,A078600,A078340,A078340,A078340,A078600,A078600,A078600,A082270,A082270,A080160,A080160,A080160,A080160,A084850,A084850,A084850,A084850,A084850,A084850,A084370,A084370,A084850,A084370,A084370,A084370,A086520,A086520,A086520,A086520,A086900,A086900,A091700,A091700,A091120,A091120,A091120,A091120,A091700,A091700,A091700,A091700,A091700,A091700,A089030,A089030,A089030,A089030,A089030,A089030,A086900,A086900
A044490,A044490,A044490,A044490,A044490,A052260,A052260,A052260,A052260,A052400,A052400,A053800,A053800,A053800,A053800,A053800,A053800,A054950,A054950,A054950,A054950,A054950,A054950,A060250,A060720,A060720,A060720,A060720,A060720,A058820,A058820,A058820,A058820,A058820,A058820,A056190,A056190,A056190,A056190,A056190,A056190,A056190,A056190,A056190,A053030,A053030,A053800,A060150,A060150,A060150,A060150,A060570,A060570,A061970,A061970,A061970,A063570,A063570,A063570,A065660,A065660,A065660,A065660,A065660,A065660,A078160,A078160,A078160,A078160,A078160,A078160,A078600,A078600,A078340,A078340,A078600,A080160,A078600,A078600,A078600,A080160,A080160,A080160,A084370,A084370,A082270,A082270,A082270,A082270,A084990,A084990,A084990,A084990,A084990,A084990,A084850,A084850,A084990,A084850,A084850,A084850,A086900,A086900,A086900,A086900,A089980,A089980,A094360,A094360,A091700,A091700,A091700,A091700,A094360,A094360,A094360,A094360,A094360,A094360,A091120,A091120,A091120,A091120,A091120,A091120,A087010,A087010
A046140,A046140,A046140,A046140,A046140,A052400,A052400,A052400,A052400,A052790,A052790,A054050,A054050,A054050,A054050,A054050,A054050,A056190,A056190,A056190,A056190,A056190,A056190,A060720,A063080,A063080,A063080,A063080,A063080,A060250,A060250,A060250,A060250,A060250,A060250,A058470,A058470,A058470,A058470,A058470,A058470,A058470,A058470,A058470,A053800,A053800,A056190,A060570,A060570,A060570,A060570,A063080,A063080,A063570,A063570,A063570,A064760,A064760,A064760,A066970,A066970,A066970,A066970,A066970,A066970,A078340,A078340,A078340,A078340,A078340,A078340,A080160,A080160,A078600,A078600,A080160,A082270,A080160,A080160,A080160,A082270,A082270,A082270,A084850,A084850,A084370,A084370,A084370,A084370,A085660,A085660,A085660,A085660,A085660,A085660,A084990,A084990,A085370,A084990,A084990,A084990,A089980,A089980,A089980,A089980,A091120,A091120,A095340,A095340,A094360,A094360,A094360,A094360,A095340,A095340,A095340,A095340,A095340,A095340,A091700,A091700,A091700,A091700,A091700,A091700,A089030,A089030
A046440,A046440,A046440,A046440,A046440,A052790,A052790,A052790,A052790,A053030,A053030,A054620,A054620,A054620,A054620,A054620,A054620,A058470,A058470,A058470,A058470,A058470,A058470,A063080,A064240,A064240,A064240,A064240,A064240,A063080,A063080,A063080,A063080,A063080,A063080,A058820,A058820,A058820,A058820,A058820,A058820,A058820,A058820,A058820,A056190,A056190,A058470,A063080,A063080,A063080,A063080,A063570,A063570,A064760,A064760,A064760,A065620,A065660,A065660,A067160,A067160,A067160,A067160,A067160,A067160,A078600,A078600,A078600,A078600,A078600,A078600,A082270,A082270,A080160,A080160,A082270,A083790,A082270,A082270,A082270,A084110,A084110,A084110,A084990,A084990,A084850,A084850,A084850,A084850,A086390,A086390,A086390,A086390,A086390,A086390,A085370,A085370,A085660,A085660,A085660,A085660,A091120,A091120,A091120,A091120,A091700,A091700,A095500,A095500,A095340,A095340,A095340,A095340,A095500,A095500,A095500,A095500,A095500,A095500,A094360,A094360,A094360,A094360,A094360,A094360,A095340,A095340
A046890,A046890,A046890,A046890,A046890,A053030,A053030,A053030,A053030,A053800,A053800,A054670,A054670,A054670,A054670,A054670,A054670,A058820,A058820,A058820,A058820,A058820,A058820,A064240,A064760,A064760,A064760,A064760,A064760,A064240,A064240,A064240,A064240,A063570,A063570,A060570,A060570,A060570,A060570,A060570,A060570,A060570,A060570,A060570,A058470,A058470,A058820,A063570,A063570,A063570,A063570,A064760,A064760,A065620,A065620,A065620,A065660,A066970,A066970,A067630,A067630,A067630,A067630,A067630,A067630,A082920,A082920,A082920,A082920,A082920,A082920,A083790,A083790,A082270,A082270,A083790,A084370,A084110,A084110,A084110,A084370,A084370,A084370,A085660,A085660,A084990,A084990,A084990,A084990,A086450,A086450,A086450,A086450,A086450,A086450,A085660,A085660,A086390,A086390,A086390,A086390,A091700,A091700,A091700,A091700,A095340,A095340,A095610,A095610,A095500,A095500,A095500,A095500,A095610,A095610,A095610,A095610,A095610,A095610,A095340,A095340,A095340,A095340,A095340,A095340,A095610,A095610
A048260,A048260,A048260,A048260,A048260,A053800,A053800,A053800,A053800,A054050,A054050,A054780,A054780,A054780,A054780,A054780,A054780,A060250,A060250,A060250,A060250,A060250,A060250,A064760,A065060,A065060,A065060,A065060,A065060,A064760,A064760,A064760,A064760,A064240,A064240,A063080,A063080,A063080,A063080,A063080,A063080,A063080,A063080,A063080,A058820,A058820,A060570,A064760,A064760,A064760,A064760,A065620,A065620,A065660,A065660,A065660,A066970,A067160,A067160,A068240,A068240,A068240,A068240,A068240,A068240,A083790,A083790,A083790,A083790,A083790,A083790,A084370,A084370,A083790,A083790,A084370,A084850,A084370,A084370,A084370,A084850,A084850,A084850,A086390,A086390,A085660,A085660,A085660,A085660,A086520,A086520,A086520,A086520,A086520,A086520,A086390,A086390,A086450,A086450,A086450,A086450,A095340,A095340,A095340,A095340,A095500,A095500,A095660,A095660,A095610,A095610,A095610,A095610,A095660,A095660,A095660,A095660,A095660,A095660,A095500,A095500,A095500,A095500,A095500,A095500,A095660,A095660
A048530,A048530,A048530,A048530,A048530,A054050,A054050,A054050,A054050,A054670,A054670,A054950,A054950,A054950,A054950,A054950,A054950,A060590,A060590,A060590,A060590,A060590,A060590,A065060,A065160,A065160,A065160,A065160,A065160,A065160,A065160,A065160,A065160,A064760,A064760,A063570,A063570,A063570,A063570,A063570,A063570,A063570,A063570,A063570,A060570,A060570,A063080,A065620,A065620,A065620,A065620,A065660,A065660,A066970,A066970,A066970,A067160,A067390,A067390,A068760,A068760,A068760,A068760,A068760,A068760,A084370,A084370,A084370,A084370,A084370,A084370,A084850,A084850,A084370,A084370,A084850,A084990,A084850,A084850,A084850,A084990,A084990,A084990,A086450,A086450,A086390,A086390,A086390,A086390,A086900,A086900,A086900,A086900,A086900,A086900,A086450,A086450,A086520,A086520,A086520,A086520,A095500,A095500,A095500,A095500,A095610,A095610,A096530,A096530,A095660,A095660,A095660,A095660,A096530,A096530,A096530,A096530,A096530,A096530,A095610,A095610,A095610,A095610,A095610,A095610,A096530,A096530
A049960,A049960,A049960,A049960,A049960,A054670,A054670,A054670,A054670,A054780,A054780,A056190,A056190,A056190,A056190,A056190,A056190,A060720,A060720,A060720,A060720,A060720,A060720,A065160,A065620,A065620,A065620,A065620,A065620,A065620,A065620,A065620,A065620,A065620,A065620,A064240,A064240,A064240,A064240,A064240,A064240,A064760,A064760,A064760,A063080,A063080,A063570,A065660,A065660,A065660,A065660,A066970,A066970,A067160,A067160,A067160,A067390,A067630,A067630,A069080,A069080,A069080,A069080,A069080,A069080,A084850,A084850,A084850,A084850,A084850,A084850,A084990,A084990,A084850,A084850,A084990,A085660,A084990,A084990,A084990,A085660,A085660,A085660,A086520,A086520,A086450,A086450,A086450,A086450,A088800,A088800,A088800,A088800,A088800,A088800,A086520,A086520,A086900,A086900,A086900,A086900,A095610,A095610,A095610,A095610,A095660,A095660,A098460,A098460,A096530,A096530,A096530,A096530,A098460,A098460,A098460,A098460,A098460,A098460,A095660,A095660,A095660,A095660,A095660,A095660,A098460,A098460
A051360,A051360,A051360,A051360,A051360,A054780,A054780,A054780,A054780,A054950,A054950,A058470,A058470,A058470,A058470,A058470,A058470,A063080,A063080,A063080,A063080,A063080,A063080,A065620,A066970,A066970,A066970,A066970,A066970,A066970,A066970,A066970,A066970,A066970,A066970,A064760,A064760,A064760,A064760,A064760,A064760,A065620,A065620,A065620,A063570,A063570,A064760,A066970,A066970,A066970,A066970,A067080,A067080,A067390,A067390,A067390,A067630,A068240,A068240,A078020,A078020,A078020,A078020,A078020,A078020,A084990,A084990,A084990,A084990,A084990,A084990,A085660,A085660,A084990,A084990,A085660,A086450,A085660,A085660,A085660,A086450,A086450,A086450,A086900,A086900,A086520,A086520,A086520,A086520,A089980,A089980,A089980,A089980,A089980,A089980,A086900,A086900,A089980,A089980,A089980,A089980,A095660,A095660,A095660,A095660,A095700,A095700,A099190,A099190,A098460,A098460,A098460,A098460,A099190,A099190,A099190,A099190,A099190,A099190,A096530,A096530,A096530,A096530,A096530,A096530,A101360,A101360
A051370,A051370,A051370,A051370,A051370,A054950,A054950,A054950,A054950,A056190,A056190,A060250,A060250,A060250,A060250,A060250,A060250,A063170,A063170,A063170,A063170,A063170,A063170,A066970,A067000,A067000,A067000,A067000,A067000,A067080,A067080,A067080,A067080,A067080,A067080,A065620,A065620,A065620,A065620,A065620,A065620,A065660,A065660,A065660,A064760,A064760,A065620,A067080,A067080,A067080,A067080,A067160,A067160,A067630,A067630,A067630,A068240,A068760,A068760,A078070,A078070,A078070,A078070,A078070,A078070,A085660,A085660,A085660,A085660,A085660,A085660,A086450,A086450,A085660,A085660,A086450,A086520,A086450,A086450,A086450,A086520,A086520,A086520,A088800,A088800,A086900,A086900,A086900,A086900,A090460,A090460,A090460,A090460,A090460,A090460,A089980,A089980,A091120,A091120,A091120,A091120,A095700,A095700,A095700,A095700,A096530,A096530,A101360,A101360,A099190,A099190,A099190,A099190,A101360,A101360,A101360,A101360,A101360,A101360,A098460,A098460,A098460,A098460,A098460,A098460,A101490,A101490
A051500,A051500,A051500,A051500,A051500,A056190,A056190,A056190,A056190,A058470,A058470,A060590,A060590,A060590,A060590,A060590,A060590,A064240,A064240,A064240,A064240,A064240,A064240,A067000,A067080,A067080,A067080,A067080,A067080,A067290,A067290,A067290,A067290,A067290,A067290,A065660,A065660,A065660,A065660,A065660,A065660,A066970,A066970,A066970,A065620,A065620,A065660,A067160,A067160,A067160,A067160,A067290,A067290,A068240,A068240,A068240,A068760,A069080,A069080,A078130,A078130,A078130,A078130,A078130,A078130,A086450,A086450,A086450,A086450,A086450,A086450,A086520,A086520,A086450,A086450,A086520,A086900,A086520,A086520,A086520,A086900,A086900,A086900,A089980,A089980,A088800,A088800,A088800,A088800,A091700,A091700,A091700,A091120,A091120,A091120,A091120,A091120,A091700,A091700,A091700,A091700,A096530,A096530,A096530,A096530,A098460,A098460,A101490,A101490,A101360,A101360,A101360,A101360,A101490,A101490,A101490,A101490,A101490,A101490,A099190,A099190,A099190,A099190,A099190,A099190,A101730,A101730
A052260,A052260,A052260,A052260,A052260,A058470,A058470,A058470,A058470,A060250,A060250,A060720,A060720,A060720,A060720,A060720,A060720,A064760,A064760,A064760,A064760,A064760,A064760,A067080,A067160,A067160,A067160,A067160,A067160,A067390,A067390,A067390,A067390,A067390,A067390,A066970,A066970,A066970,A066970,A066970,A066970,A067080,A067080,A067080,A065660,A065660,A066970,A067290,A067290,A067290,A067290,A067390,A067390,A068760,A068760,A068760,A069080,A078130,A078130,A078160,A078160,A078160,A078160,A078160,A078160,A086520,A086520,A086520,A086520,A086520,A086520,A086900,A086900,A086520,A086520,A086900,A088800,A086900,A086900,A086900,A088800,A088800,A088800,A090460,A090460,A089980,A089980,A089980,A089980,A091990,A091990,A091990,A091700,A091700,A091700,A091700,A091700,A091990,A091990,A091990,A091990,A098460,A098460,A098460,A098460,A099190,A099190,A108860,A108860,A101490,A101490,A101490,A101490,A108860,A108860,A108860,A108860,A108860,A108860,A101360,A101360,A101360,A101360,A101360,A101360,A108490,A108490
A052400,A052400,A052400,A052400,A052400,A060250,A060250,A060250,A060250,A060590,A060590,A063080,A063080,A063080,A063080,A063080,A063080,A065160,A065160,A065160,A065160,A065160,A065160,A067160,A067290,A067290,A067290,A067290,A067290,A068240,A068240,A068240,A068240,A068240,A068240,A067080,A067080,A067080,A067080,A067080,A067080,A067160,A067160,A067160,A066970,A066970,A067080,A067390,A067390,A067390,A067390,A067630,A067630,A069080,A069080,A069080,A078130,A078160,A078160,A078340,A078340,A078340,A078340,A078340,A078340,A086900,A086900,A086900,A086900,A086900,A086900,A088800,A088800,A086900,A086900,A088800,A089980,A088800,A088800,A088800,A089980,A089980,A089980,A091700,A091700,A090460,A090460,A090460,A090460,A092040,A092040,A092040,A091990,A091990,A091990,A091990,A091990,A092040,A092040,A092040,A092040,A099190,A099190,A099190,A099190,A101490,A101490,A112040,A112040,A108860,A108860,A108860,A108860,A112040,A112040,A112040,A112040,A112040,A112040,A101490,A101490,A101490,A101490,A101490,A101490,A108860,A108860
