20100104,20100201,20100302,20100401,20100503,20100601,20100701,20100802,20100901,20101001,20101101,20101201,20110103,20110201,20110302,20110401,20110502,20110601,20110701,20110801,20110901,20111004,20111101,20111201,20120102,20120201,20120302,20120402,20120502,20120601,20120702,20120801,20120903,20121002,20121101,20121203,20130102,20130201,20130304,20130401,20130502,20130603,20130701,20130801,20130902,20131001,20131101,20131202,20140102,20140203,20140303,20140401,20140502,20140602,20140701,20140801,20140901,20141001,20141103,20141201,20150102,20150202,20150302,20150401,20150504,20150601,20150701,20150803,20150901,20151001,20151102,20151201,20160104,20160201,20160302,20160401,20160502,20160601,20160701,20160801,20160901,20161004,20161101,20161201,20170102,20170201,20170302,20170403,20170502,20170601,20170703,20170801,20170901,20171010,20171101,20171201,20180102,20180201,20180302,20180402,20180502,20180601,20180702,20180801,20180903,20181001,20181101,20181203,20190102,20190201,20190304,20190401,20190502,20190603,20190701,20190801,20190902,20191001,20191101,20191202,20200102,20200203,20200302,20200401,20200504,20200601,20200701,20200803,20200901,20201005,20201102,20201201,20210104,20210201,20210302,20210401,20210503,20210601,20210701,20210802,20210901,20211001,20211101,20211201,20220103,20220203,20220302,20220401,20220502,20220602,20220701,20220801,20220901,20221004,20221101,20221201,20230102,20230201,20230302,20230403,20230502,20230601,20230703,20230801,20230901,20231004,20231101,20231201,20240102,20240201,20240304,20240401,20240502,20240603,20240701,20240801,20240902,20241002,20241101,20241202,20250102,20250203,20250304,20250401,20250502,20250602,20250701,20250801,20250901,20251001,20251103,20251201,20260102,20260202
A028670,A028670,A029530,A029530,A028670,A028670,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034020,A034120,A034120,A034120,A036460,A036460,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A037620,A037620,A037620,A042660,A042660,A047040,A047040,A044820,A044820,A044820,A044820,A044820,A044820,A044820,A044820,A042670,A042670,A047050,A047050,A047050,A047810,A047810,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A051900,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A052690,A052690,A052690,A051910,A051910,A051910,A051910,A051910,A051910,A051900,A051900,A051900,A051900,A051900,A051910,A064350,A064350,A064350,A064960,A064960,A064960,A066570,A066570,A066570,A068270,A068270,A068270,A069620,A069620,A069620,A069620,A069620,A069620,A069960,A069960,A071050,A071050,A071050,A071050,A071840,A071840,A071840,A071840,A071840,A071840,A071840,A071840,A071840,A071840,A071840,A071840,A073240,A073240,A073240,A078930,A078930,A078930,A079550,A079550,A079550,A079550,A079550,A079550,A090430,A090430,A090430,A093370,A093370,A093370,A097950,A097950,A097950,A103140,A103140,A103140,A112610,A112610,A112610,A112610,A112610,A112610,A114090,A120110,A120110,A128940,A128940,A128940,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A137310,A137310,A137310,A137310,A137310,A137310,A139480,A139480,A139480,A139480,A139480,A139480,A139130,A139130,A139130,A139130,A139130,A139130,A138040,A138040
A029530,A029530,A029780,A029780,A029530,A029530,A034120,A034120,A034120,A034120,A034120,A034120,A034120,A034120,A034120,A034220,A034220,A034220,A036570,A036570,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A037620,A037620,A037620,A037620,A037620,A037620,A037620,A042660,A042660,A042660,A042670,A042670,A047050,A047050,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A044820,A044820,A047810,A047810,A047810,A049770,A049770,A047810,A047810,A047810,A047810,A047810,A047810,A047810,A051910,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A055550,A055550,A055550,A052690,A052690,A052690,A052690,A052690,A052690,A051910,A051910,A051910,A051910,A051910,A052690,A064960,A064960,A064960,A066570,A066570,A066570,A069260,A069260,A069260,A069260,A069260,A069260,A069960,A069960,A069960,A069960,A069960,A069960,A071050,A071050,A071840,A071840,A071840,A071840,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A078930,A078930,A078930,A079160,A079160,A079160,A081660,A081660,A081660,A081660,A081660,A081660,A093370,A093370,A093370,A096770,A096770,A096770,A103140,A103140,A103140,A105560,A105560,A105560,A114090,A114090,A114090,A114090,A114090,A114090,A120110,A128940,A128940,A137310,A137310,A137310,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A138040,A138040,A138040,A138040,A138040,A138040,A145720,A145720,A145720,A145720,A145720,A145720,A139480,A139480,A139480,A139480,A139480,A139480,A138930,A138930
A029780,A029780,A030000,A030000,A029780,A029780,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A034220,A035250,A035250,A035250,A037620,A037620,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042670,A042670,A042670,A047040,A047040,A047810,A047810,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A047040,A047040,A049770,A049770,A049770,A051310,A051310,A049770,A049770,A049770,A049770,A049770,A049770,A049770,A052690,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A057050,A057050,A057050,A055550,A055550,A055550,A055550,A055550,A055550,A052690,A052690,A052690,A052690,A052690,A055550,A066570,A066570,A066570,A069260,A069260,A069260,A069620,A069620,A069620,A069620,A069620,A069620,A071050,A071050,A071050,A071050,A071050,A071050,A071840,A071840,A073240,A073240,A073240,A073240,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A079160,A079160,A079160,A079550,A079550,A079550,A086280,A086280,A086280,A086280,A086280,A086280,A096770,A096770,A096770,A097950,A097950,A097950,A105560,A105560,A105560,A105630,A105630,A105630,A120110,A120110,A120110,A120110,A120110,A120110,A128940,A137310,A137310,A138040,A138040,A138040,A137310,A137310,A137310,A137310,A137310,A137310,A137310,A137310,A137310,A137310,A137310,A137310,A138930,A138930,A138930,A138930,A138930,A138930,A161390,A161390,A161390,A161390,A161390,A161390,A145720,A145720,A145720,A145720,A145720,A145720,A139130,A139130
A030000,A030000,A030200,A030200,A030000,A030000,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035250,A035420,A035420,A035420,A042660,A042660,A037620,A037620,A037620,A037620,A037620,A037620,A037620,A037620,A037620,A037620,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A047040,A047040,A047040,A047050,A047050,A049770,A049770,A047810,A047810,A047810,A047810,A047810,A047810,A047810,A047810,A047050,A047050,A051310,A051310,A051310,A051600,A051600,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A055550,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A057050,A057050,A057050,A057050,A057050,A057050,A055550,A055550,A055550,A055550,A055550,A057050,A069260,A069260,A069260,A069620,A069620,A069620,A069960,A069960,A069960,A069960,A069960,A069960,A071840,A071840,A071840,A071840,A071840,A071840,A073240,A073240,A078930,A078930,A078930,A078930,A079160,A079160,A079160,A079160,A079160,A079160,A079160,A079160,A079160,A079160,A079160,A079160,A079550,A079550,A079550,A081660,A081660,A081660,A086790,A086790,A086790,A086790,A086790,A086790,A097950,A097950,A097950,A103140,A103140,A103140,A105630,A105630,A105630,A111770,A111770,A111770,A128940,A128940,A128940,A128940,A128940,A128940,A137310,A138040,A138040,A138930,A138930,A138930,A138040,A138040,A138040,A138040,A138040,A138040,A138040,A138040,A138040,A138040,A138040,A138040,A139130,A139130,A139130,A139130,A139130,A139130,A161890,A161890,A161890,A161890,A161890,A161890,A161390,A161390,A161390,A161390,A161390,A161390,A139480,A139480
A030200,A030200,A033780,A033780,A030200,A030200,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A035420,A036460,A036460,A036460,A042670,A042670,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047050,A047050,A047050,A049770,A049770,A051310,A051310,A049770,A049770,A049770,A049770,A049770,A049770,A049770,A049770,A047810,A047810,A051600,A051600,A051600,A051900,A051900,A051600,A051600,A051600,A051600,A051600,A051600,A051600,A060980,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A064350,A060980,A060980,A060980,A060980,A060980,A060980,A057050,A057050,A057050,A057050,A057050,A060980,A069620,A069620,A069620,A069960,A069960,A069960,A071050,A071050,A071050,A071050,A071050,A071050,A073240,A073240,A073240,A073240,A073240,A073240,A078930,A078930,A079160,A079160,A079160,A079160,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A081660,A081660,A081660,A086280,A086280,A086280,A088350,A088350,A088350,A088350,A088350,A088350,A103140,A103140,A103140,A105560,A105560,A105560,A111770,A111770,A111770,A112610,A112610,A112610,A137310,A137310,A137310,A137310,A137310,A137310,A138040,A138930,A138930,A139130,A139130,A139130,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A139480,A139480,A139480,A139480,A139480,A139480,A175330,A175330,A175330,A175330,A175330,A175330,A161890,A161890,A161890,A161890,A161890,A161890,A161390,A161390
A033780,A033780,A034020,A034020,A033780,A033780,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036460,A036570,A036570,A036570,A047040,A047040,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A051310,A051310,A051310,A051310,A051310,A051900,A051900,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A049770,A049770,A051900,A051900,A051900,A051910,A051910,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A064350,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064350,A064350,A064350,A064350,A064350,A064350,A060980,A060980,A060980,A060980,A060980,A064350,A069960,A069960,A069960,A071050,A071050,A071050,A073240,A073240,A073240,A073240,A073240,A073240,A078930,A078930,A078930,A078930,A078930,A078930,A079160,A079160,A079430,A079430,A079430,A079430,A079550,A079550,A079550,A079550,A079550,A079550,A079550,A079550,A079550,A079550,A079550,A079550,A086280,A086280,A086280,A086790,A086790,A086790,A090430,A090430,A090430,A090430,A090430,A090430,A105560,A105560,A105560,A105630,A105630,A105630,A112610,A112610,A112610,A114090,A114090,A114090,A138040,A138040,A138040,A138040,A138040,A138040,A138930,A139480,A139480,A139480,A139480,A139480,A139130,A139130,A139130,A139130,A139130,A139130,A139130,A139130,A139130,A139130,A139130,A139130,A145720,A145720,A145720,A145720,A145720,A145720,A178920,A178920,A178920,A178920,A178920,A178920,A175330,A175330,A175330,A175330,A175330,A175330,A161890,A161890
A034020,A034020,A034120,A034120,A034020,A034020,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A036570,A037620,A037620,A037620,A047050,A047050,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051900,A051900,A051900,A051900,A051900,A051910,A051910,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051310,A051310,A051910,A051910,A051910,A052690,A052690,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A064960,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A064960,A064960,A064960,A064960,A064960,A064960,A064350,A064350,A064350,A064350,A064350,A064960,A071050,A071050,A071050,A073240,A073240,A073240,A078520,A078520,A078520,A078520,A078520,A078520,A079160,A079160,A079160,A079160,A079160,A079160,A079430,A079430,A079550,A079550,A079550,A079550,A081660,A081660,A081660,A081660,A081660,A081660,A081660,A081660,A081660,A081660,A081660,A081660,A086790,A086790,A086790,A088350,A088350,A088350,A093370,A093370,A093370,A093370,A093370,A093370,A105630,A105630,A105630,A108670,A108670,A108670,A114090,A114090,A114090,A120110,A120110,A120110,A138930,A138930,A138930,A138930,A138930,A138930,A139480,A161390,A161390,A161390,A161390,A161390,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A161390,A161390,A161390,A161390,A161390,A161390,A180640,A180640,A180640,A180640,A180640,A180640,A180640,A180640,A180640,A180640,A180640,A180640,A175330,A175330
A034120,A034120,A034220,A034220,A034120,A034120,A037620,A037620,A037620,A037620,A037620,A037620,A037620,A037620,A037620,A042660,A042660,A042660,A051310,A051310,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051910,A051910,A051910,A051910,A051910,A052690,A052690,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A051900,A051900,A052690,A052690,A052690,A053000,A053000,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A066570,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A066570,A066570,A066570,A066570,A066570,A066570,A064960,A064960,A064960,A064960,A064960,A066570,A073240,A073240,A073240,A078520,A078520,A078520,A078930,A078930,A078930,A078930,A078930,A078930,A079430,A079430,A079430,A079430,A079430,A079430,A079550,A079550,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A088350,A088350,A088350,A090430,A090430,A090430,A096770,A096770,A096770,A096770,A096770,A096770,A108670,A108670,A108670,A111770,A111770,A111770,A120110,A120110,A120110,A128940,A128940,A128940,A139480,A139480,A139480,A139480,A139480,A139480,A161390,A161890,A161890,A161890,A161890,A161890,A161390,A161390,A161390,A161390,A161390,A161390,A145720,A145720,A145720,A145720,A145720,A145720,A161890,A161890,A161890,A161890,A161890,A161890,A185750,A185750,A185750,A185750,A185750,A185750,A185750,A185750,A185750,A185750,A185750,A185750,A180640,A180640
A034220,A034220,A035250,A035250,A034220,A034220,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042660,A042670,A042670,A042670,A051900,A051900,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A052690,A052690,A052690,A052690,A052690,A053000,A053000,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A051910,A051910,A053000,A053000,A053000,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A068870,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A068870,A068870,A068870,A068870,A068870,A068870,A066570,A066570,A066570,A066570,A066570,A069260,A078520,A078520,A078520,A078930,A078930,A078930,A079160,A079160,A079160,A079160,A079160,A079160,A079550,A079550,A079550,A079550,A079550,A079550,A086280,A086280,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A090430,A090430,A090430,A093050,A093050,A093050,A097950,A097950,A097950,A097950,A097950,A097950,A111770,A111770,A111770,A112610,A112610,A112610,A128940,A128940,A128940,A138040,A138040,A138040,A161390,A161390,A161390,A161390,A161390,A161390,A161890,A175330,A175330,A175330,A175330,A175330,A161890,A161890,A161890,A161890,A161890,A161890,A161390,A161390,A161390,A161390,A161390,A161390,A175330,A175330,A175330,A175330,A175330,A175330,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A192080,A185750,A185750
A035250,A035250,A035420,A035420,A035250,A035250,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A042670,A047040,A047040,A047040,A051910,A051910,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A053000,A053000,A053000,A053000,A053000,A055550,A055550,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A052690,A052690,A055550,A055550,A055550,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A069260,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069620,A078930,A078930,A078930,A079160,A079160,A079160,A079430,A079430,A079430,A079430,A079430,A079430,A086280,A086280,A086280,A086280,A086280,A086280,A086790,A086790,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A093050,A093050,A093050,A093370,A093370,A093370,A103140,A103140,A103140,A103140,A103140,A103140,A112610,A112610,A112610,A114090,A114090,A114090,A138040,A138040,A138040,A138930,A138930,A138930,A161890,A161890,A161890,A161890,A161890,A161890,A178920,A178920,A178920,A178920,A178920,A178920,A175330,A175330,A175330,A175330,A175330,A175330,A161890,A161890,A161890,A161890,A161890,A161890,A178920,A178920,A178920,A178920,A178920,A178920,A192820,A192820,A192820,A192820,A192820,A192820,A192820,A192820,A192820,A192820,A192820,A192820,A192080,A192080
A035420,A035420,A036460,A036460,A035420,A035420,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047040,A047050,A047050,A047050,A052690,A052690,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A055550,A055550,A055550,A055550,A055550,A060980,A060980,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A053000,A053000,A060980,A060980,A060980,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A069620,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069960,A079160,A079160,A079160,A079430,A079430,A079430,A079550,A079550,A079550,A079550,A079550,A079550,A086790,A086790,A086790,A086790,A086790,A086790,A088350,A088350,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A093370,A093370,A093370,A096770,A096770,A096770,A105560,A105560,A105560,A105560,A105560,A105560,A114090,A114090,A114090,A120110,A120110,A120110,A138930,A138930,A138930,A139480,A139480,A139480,A178920,A178920,A178920,A178920,A178920,A178920,A180640,A180640,A180640,A180640,A180640,A180640,A178920,A178920,A178920,A178920,A178920,A178920,A175330,A175330,A175330,A175330,A175330,A175330,A180640,A180640,A180640,A180640,A180640,A180640,A204320,A204320,A204320,A204320,A204320,A204320,A204320,A204320,A204320,A204320,A204320,A204320,A192820,A192820
A036460,A036460,A036570,A036570,A036460,A036460,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A047050,A051310,A051310,A051310,A053000,A053000,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A052690,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A060980,A060980,A060980,A060980,A060980,A064960,A064960,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A055550,A055550,A064960,A064960,A064960,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A069960,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A071050,A079430,A079430,A079430,A079550,A079550,A079550,A086280,A086280,A086280,A086280,A086280,A086280,A088350,A088350,A088350,A088350,A088350,A088350,A090430,A090430,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A096770,A096770,A096770,A097950,A097950,A097950,A105630,A105630,A105630,A105630,A105630,A105630,A115390,A115390,A115390,A128940,A128940,A128940,A139480,A139480,A139480,A161390,A161390,A161390,A180640,A180640,A180640,A180640,A180640,A180640,A185750,A185750,A185750,A185750,A185750,A185750,A180640,A180640,A180640,A180640,A180640,A180640,A178920,A178920,A178920,A178920,A178920,A178920,A185750,A185750,A185750,A185750,A185750,A185750,A207940,A207940,A207940,A207940,A207940,A207940,A207940,A207940,A207940,A207940,A207940,A207940,A204320,A204320
A036570,A036570,A037620,A037620,A036570,A036570,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051310,A051900,A051900,A051900,A055550,A055550,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A060980,A060980,A060980,A060980,A060980,A060980,A060980,A064960,A064960,A064960,A064960,A064960,A066570,A066570,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A060980,A060980,A066570,A066570,A066570,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A071050,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A073240,A079550,A079550,A079550,A086280,A086280,A086280,A086790,A086790,A086790,A086790,A086790,A086790,A090430,A090430,A090430,A090430,A090430,A090430,A093050,A093050,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A097950,A097950,A097950,A103140,A103140,A103140,A108670,A108670,A108670,A108670,A108670,A108670,A120110,A120110,A120110,A138930,A138930,A138930,A161390,A161390,A161390,A161890,A161890,A161890,A185750,A185750,A185750,A185750,A185750,A185750,A192080,A192080,A192080,A192080,A192080,A192080,A185750,A185750,A185750,A185750,A185750,A185750,A180640,A180640,A180640,A180640,A180640,A180640,A192080,A192080,A192080,A192080,A192080,A192080,A241560,A241560,A241560,A241560,A241560,A241560,A241560,A241560,A241560,A241560,A241560,A241560,A207940,A207940
A037620,A037620,A042660,A042660,A037620,A037620,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051900,A051910,A051910,A051910,A064420,A064420,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A064420,A064420,A064420,A064420,A064420,A064420,A064960,A066570,A066570,A066570,A066570,A066570,A067250,A067250,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A064960,A064960,A068870,A068870,A068870,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A073240,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A078520,A086280,A086280,A086280,A086790,A086790,A086790,A088350,A088350,A088350,A088350,A088350,A088350,A093050,A093050,A093050,A093050,A093050,A093050,A093370,A093370,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A096760,A103140,A103140,A103140,A105560,A105560,A105560,A111770,A111770,A111770,A111770,A111770,A111770,A128940,A128940,A128940,A139480,A139480,A139480,A161890,A161890,A161890,A178920,A178920,A178920,A192080,A192080,A192080,A192080,A192080,A192080,A192820,A192820,A192820,A192820,A192820,A192820,A192080,A192080,A192080,A192080,A192080,A192080,A185750,A185750,A185750,A185750,A185750,A185750,A192820,A192820,A192820,A192820,A192820,A192820,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A241560,A241560
A042660,A042660,A042670,A042670,A042660,A042660,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A051910,A053000,A053000,A053000,A064960,A064960,A064420,A064420,A064420,A064420,A064420,A064420,A064420,A064420,A064420,A064420,A064960,A064960,A064960,A064960,A064960,A064960,A066570,A067250,A067250,A067250,A067250,A067250,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A066570,A066570,A069260,A069260,A069260,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A078520,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078930,A086790,A086790,A086790,A088350,A088350,A088350,A090430,A090430,A090430,A090430,A090430,A090430,A093370,A093370,A093370,A093370,A093370,A093370,A096760,A096760,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A105560,A105560,A105560,A105630,A105630,A105630,A112610,A112610,A112610,A112610,A112610,A112610,A138930,A138930,A138930,A161390,A161390,A161390,A178920,A178920,A178920,A180640,A180640,A180640,A192820,A192820,A192820,A192820,A192820,A192820,A204320,A204320,A204320,A204320,A204320,A204320,A192820,A192820,A192820,A192820,A192820,A192820,A192080,A192080,A192080,A192080,A192080,A192080,A204320,A204320,A204320,A204320,A204320,A204320,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A251270,A251270
A042670,A042670,A047040,A047040,A042670,A042670,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A053000,A055550,A055550,A055550,A066570,A066570,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A066570,A066570,A066570,A066570,A066570,A066570,A067250,A068870,A068870,A068870,A068870,A068870,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A068870,A068870,A069620,A069620,A069620,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A078930,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A079430,A088350,A088350,A088350,A090430,A090430,A090430,A093050,A093050,A093050,A093050,A093050,A093050,A096760,A096760,A096760,A096760,A096760,A096760,A096770,A096770,A097230,A097230,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A105630,A105630,A105630,A108670,A108670,A108670,A114090,A114090,A114090,A114090,A114090,A114090,A139480,A139480,A139480,A161890,A161890,A161890,A180640,A180640,A180640,A185750,A185750,A185750,A204320,A204320,A204320,A204320,A204320,A204320,A207940,A207940,A207940,A207940,A207940,A207940,A204320,A204320,A204320,A204320,A204320,A204320,A192820,A192820,A192820,A192820,A192820,A192820,A207940,A207940,A207940,A207940,A207940,A207940,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A259960,A259960
A047040,A047040,A047050,A047050,A047040,A047040,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A055550,A064420,A064420,A064420,A067250,A067250,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A067250,A067250,A067250,A067250,A067250,A067250,A068870,A069260,A069260,A069260,A069260,A069260,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069260,A069260,A069960,A069960,A069960,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A079430,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A079430,A086280,A090430,A090430,A090430,A093050,A093050,A093050,A093370,A093370,A093370,A093370,A093370,A093370,A096770,A096770,A096770,A096770,A096770,A096770,A097230,A097230,A097950,A097950,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A108670,A108670,A108670,A111770,A111770,A111770,A115390,A115390,A115390,A115390,A115390,A115390,A161390,A161390,A161390,A180640,A180640,A180640,A185750,A185750,A185750,A192080,A192080,A192080,A207940,A207940,A207940,A207940,A207940,A207940,A241560,A241560,A241560,A241560,A241560,A241560,A207940,A207940,A207940,A207940,A207940,A207940,A204320,A204320,A204320,A204320,A204320,A204320,A241560,A241560,A241560,A241560,A241560,A241560,A267260,A267260,A267260,A267260,A267260,A267260,A267260,A267260,A267260,A267260,A267260,A267260,A267250,A267250
